Date,Category,Item,SalesQuantity,Price
2024-06-11,Formal Wear,Dress Shirts,37,132.72
2023-07-17,Casual Wear,Jeans,69,150.35
2023-12-08,Casual Wear,Jeans,54,177.63
2023-12-14,Casual Wear,T-Shirts,51,159.71
2024-04-09,Casual Wear,Shorts,5,11.76
2024-03-22,Accessories,Bags,43,64.07
2023-10-29,Accessories,Hat,18,171.7
2023-08-14,Formal Wear,Dress Shirts,25,163.67
2024-01-25,Formal Wear,Suits,94,97.19
2023-08-05,Formal Wear,Trousers,24,12.68
2023-07-06,Formal Wear,Dress Shirts,73,138.14
2023-09-13,Casual Wear,Jeans,79,172.67
2024-01-30,Formal Wear,Dress Shirts,66,72.31
2024-04-03,Formal Wear,Trousers,13,45.11
2023-09-01,Casual Wear,Hoodie,42,187.81
2024-03-14,Casual Wear,Shorts,50,54.75
2024-03-03,Formal Wear,Dress Shirts,39,120.67
2023-08-16,Accessories,Bags,34,134.2
2023-07-02,Accessories,Hats,8,136.88
2024-02-14,Formal Wear,Dress Shirts,21,87.03
2024-04-05,Accessories,Scarves,89,32.31
2023-10-05,Formal Wear,Dress Shirts,79,51.96
2023-08-20,Casual Wear,Hoodie,20,96.45
2024-05-27,Accessories,Scarves,54,143.37
2024-04-23,Formal Wear,Trousers,86,166.86
2024-05-30,Casual Wear,T-Shirts,68,94.88
2024-01-27,Accessories,Scarves,10,184.28
2023-10-01,Casual Wear,T-Shirts,71,181.55
2024-04-03,Casual Wear,Jeans,22,72.34
2024-06-08,Accessories,Hat,15,139.26
2023-11-20,Accessories,Hat,12,180.79
2024-04-16,Formal Wear,Suits,59,35.07
2024-03-13,Formal Wear,Dress Shirts,73,20.97
2023-10-19,Formal Wear,Trousers,40,147.42
2023-06-30,Formal Wear,Dress Shirts,1,151.7
2024-04-17,Accessories,Bags,6,90.5
2024-01-11,Accessories,Bags,70,198.88
2024-01-28,Casual Wear,Hoodie,5,64.55
2024-02-25,Casual Wear,Jeans,99,131.89
2023-12-14,Accessories,Hat,48,198.64
2023-06-20,Formal Wear,Dress Shirts,49,81.37
2023-06-18,Accessories,Hats,84,173.45
2024-01-01,Casual Wear,Jeans,69,84.68
2023-08-24,Casual Wear,Jeans,1,153.67
2023-12-05,Formal Wear,Dress Shirts,87,146.63
2024-04-02,Formal Wear,Trousers,49,166.44
2023-12-12,Casual Wear,Hoodie,45,39.47
2023-08-09,Casual Wear,T-Shirts,5,163.8
2024-01-07,Formal Wear,Trousers,99,187.89
2024-01-31,Casual Wear,Jeans,27,22.79
2024-03-17,Accessories,Bags,58,123.58
2024-05-11,Accessories,Bags,32,150.7
2024-01-26,Formal Wear,Dress Shirts,30,112.55
2023-08-28,Casual Wear,Jeans,65,198.76
2023-10-22,Casual Wear,Shorts,74,123.6
2024-01-14,Accessories,Scarves,31,67.34
2023-07-07,Casual Wear,Jeans,53,67.1
2024-03-16,Casual Wear,Jeans,81,138.96
2024-05-27,Accessories,Hat,7,194.74
2024-05-29,Accessories,Hat,68,70.56
2023-08-20,Formal Wear,Dress Shirts,20,66.98
2023-08-16,Casual Wear,Hoodie,31,171.37
2023-06-29,Formal Wear,Trousers,19,163.1
2024-02-24,Casual Wear,Hoodie,54,115.88
2024-05-06,Casual Wear,Hoodie,32,58.45
2023-10-05,Formal Wear,Trousers,11,185.22
2024-01-04,Formal Wear,Suits,69,147.67
2023-12-21,Casual Wear,T-Shirts,35,81.66
2023-11-02,Accessories,Bags,10,45.75
2023-10-24,Accessories,Hats,62,49.69
2024-04-13,Formal Wear,Dress Shirts,2,50.24
2024-03-09,Casual Wear,T-Shirts,96,199.92
2023-11-13,Formal Wear,Suits,90,124.84
2023-10-17,Casual Wear,Hoodie,31,114.9
2023-11-20,Formal Wear,Dress Shirts,60,111.39
2023-07-25,Formal Wear,Dress Shirts,34,78.33
2023-09-29,Formal Wear,Dress Shirts,13,162.54
2023-06-29,Accessories,Hat,98,169.55
2024-01-01,Casual Wear,Shorts,41,88.65
2023-08-18,Accessories,Hats,95,37.73
2024-03-28,Formal Wear,Trousers,75,120.04
2023-08-11,Formal Wear,Dress Shirts,20,47.28
2024-04-07,Casual Wear,Hoodie,73,168.34
2023-07-12,Formal Wear,Trousers,84,189.26
2024-05-03,Formal Wear,Dress Shirts,98,166.1
2023-09-07,Accessories,Hat,59,41.96
2024-01-12,Formal Wear,Suits,18,146.86
2023-10-15,Formal Wear,Suits,70,198.16
2023-07-28,Casual Wear,T-Shirts,10,189.59
2023-12-28,Accessories,Bags,98,11.21
2023-10-15,Casual Wear,Jeans,9,144.36
2023-06-23,Casual Wear,Jeans,65,96.64
2024-04-22,Casual Wear,Hoodie,85,102.69
2023-10-29,Casual Wear,Hoodie,2,13.18
2024-01-06,Accessories,Scarves,69,195.72
2023-09-07,Casual Wear,Hoodie,23,30.33
2024-01-28,Casual Wear,Jeans,31,46.47
2023-07-01,Accessories,Scarves,46,60.79
2023-09-20,Formal Wear,Suits,48,192.27
2024-06-13,Formal Wear,Trousers,32,198.14
2023-07-11,Casual Wear,Shorts,88,167.33
2023-10-03,Casual Wear,T-Shirts,12,87.0
2023-09-20,Formal Wear,Trousers,61,20.66
2023-11-15,Casual Wear,Jeans,11,104.97
2024-01-18,Formal Wear,Trousers,43,117.51
2024-04-01,Casual Wear,T-Shirts,30,50.17
2024-05-25,Accessories,Hat,35,18.85
2024-02-19,Casual Wear,Shorts,70,117.07
2024-04-25,Casual Wear,Jeans,41,12.98
2023-09-30,Casual Wear,Jeans,97,165.93
2024-03-07,Formal Wear,Suits,39,40.87
2023-10-18,Casual Wear,Hoodie,87,180.34
2024-06-04,Formal Wear,Dress Shirts,97,150.55
2023-08-14,Accessories,Bags,65,151.64
2023-06-19,Formal Wear,Suits,13,93.05
2024-03-01,Casual Wear,Shorts,78,156.11
2024-03-26,Accessories,Hat,100,72.01
2023-08-17,Accessories,Scarves,58,103.21
2023-08-25,Formal Wear,Trousers,49,92.05
2024-03-29,Accessories,Hat,11,156.71
2023-09-07,Formal Wear,Suits,92,23.97
2023-11-21,Formal Wear,Suits,49,145.22
2023-10-14,Accessories,Hats,95,84.03
2023-10-08,Formal Wear,Suits,12,10.99
2023-08-29,Formal Wear,Dress Shirts,47,154.66
2023-08-01,Casual Wear,Jeans,12,45.6
2024-05-27,Formal Wear,Trousers,72,107.36
2023-09-13,Casual Wear,T-Shirts,12,77.24
2023-07-25,Casual Wear,Shorts,50,12.34
2024-01-23,Formal Wear,Dress Shirts,100,26.09
2024-05-28,Accessories,Hats,74,109.01
2023-11-14,Accessories,Hat,22,36.38
2023-06-18,Formal Wear,Dress Shirts,64,37.73
2024-01-16,Casual Wear,Hoodie,36,90.01
2023-09-19,Formal Wear,Suits,47,57.82
2023-08-04,Casual Wear,Hoodie,77,127.17
2023-10-18,Formal Wear,Suits,18,67.89
2023-12-02,Formal Wear,Dress Shirts,80,82.18
2023-11-22,Formal Wear,Dress Shirts,43,91.82
2024-02-24,Accessories,Hats,39,70.93
2023-09-05,Accessories,Hats,62,69.69
2023-11-22,Formal Wear,Dress Shirts,38,149.63
2024-04-27,Accessories,Hat,74,158.58
2024-02-04,Formal Wear,Dress Shirts,36,165.13
2024-01-11,Formal Wear,Dress Shirts,15,187.09
2023-08-05,Casual Wear,Jeans,88,155.85
2024-01-26,Casual Wear,Hoodie,91,49.83
2023-11-19,Formal Wear,Trousers,9,165.6
2023-12-08,Formal Wear,Trousers,64,36.44
2024-04-22,Formal Wear,Suits,33,135.15
2024-05-26,Accessories,Hat,49,24.05
2024-03-11,Accessories,Hat,75,86.15
2024-04-03,Accessories,Hat,70,16.99
2024-05-19,Formal Wear,Trousers,69,122.83
2023-06-20,Casual Wear,T-Shirts,99,57.16
2023-07-19,Accessories,Scarves,22,132.93
2024-05-30,Casual Wear,Hoodie,97,73.0
2024-05-15,Formal Wear,Suits,2,28.74
2023-06-26,Casual Wear,Jeans,58,81.08
2024-04-29,Formal Wear,Trousers,76,141.18
2024-01-01,Casual Wear,Shorts,4,101.73
2023-07-11,Formal Wear,Dress Shirts,11,32.05
2023-08-24,Accessories,Hats,45,69.26
2023-10-18,Formal Wear,Suits,67,101.76
2023-09-18,Formal Wear,Suits,57,147.18
2024-01-01,Formal Wear,Dress Shirts,9,67.05
2024-02-02,Accessories,Bags,3,171.34
2024-06-08,Accessories,Bags,87,162.01
2024-01-31,Accessories,Hats,67,43.15
2023-10-02,Casual Wear,Shorts,72,91.01
2024-02-02,Formal Wear,Suits,52,129.65
2023-10-30,Casual Wear,Hoodie,51,15.55
2024-06-06,Accessories,Hats,58,122.52
2023-08-22,Formal Wear,Suits,91,50.81
2024-03-23,Formal Wear,Trousers,9,119.7
2024-01-08,Accessories,Hats,47,71.94
2023-10-18,Formal Wear,Suits,34,137.43
2024-04-03,Formal Wear,Trousers,82,69.55
2024-02-14,Formal Wear,Trousers,51,121.53
2023-06-24,Formal Wear,Dress Shirts,59,127.3
2023-08-30,Accessories,Scarves,79,122.13
2024-04-29,Accessories,Hats,41,32.39
2023-12-23,Formal Wear,Suits,24,80.93
2024-05-17,Casual Wear,Hoodie,54,123.32
2023-11-28,Accessories,Hat,55,45.29
2023-10-04,Accessories,Hats,72,41.7
2024-06-02,Formal Wear,Suits,24,69.77
2024-02-03,Formal Wear,Trousers,7,174.45
2024-04-26,Casual Wear,Hoodie,18,47.07
2024-04-24,Formal Wear,Trousers,65,134.08
2024-04-17,Formal Wear,Trousers,63,88.97
2023-10-26,Formal Wear,Dress Shirts,22,25.71
2024-01-04,Casual Wear,Jeans,38,16.21
2023-11-24,Casual Wear,Shorts,22,158.34
2023-09-18,Accessories,Hat,71,107.05
2023-12-27,Accessories,Bags,35,157.27
2024-04-12,Formal Wear,Trousers,97,17.91
2024-05-12,Accessories,Hat,70,51.52
2024-03-18,Formal Wear,Suits,95,167.71
2024-01-13,Casual Wear,Shorts,5,95.45
2023-11-30,Formal Wear,Suits,57,174.41
2024-01-16,Casual Wear,Jeans,27,164.03
2024-03-27,Accessories,Scarves,91,125.95
2024-05-29,Formal Wear,Suits,79,36.45
2024-02-29,Casual Wear,Jeans,8,118.31
2024-05-19,Accessories,Scarves,77,112.37
2023-10-15,Formal Wear,Trousers,38,64.97
2024-04-12,Formal Wear,Trousers,87,164.88
2023-07-11,Casual Wear,Hoodie,8,198.57
2023-10-16,Accessories,Hats,90,174.55
2023-08-19,Casual Wear,Jeans,92,71.2
2024-05-03,Casual Wear,Hoodie,63,37.01
2024-02-08,Accessories,Scarves,81,88.7
2023-07-02,Formal Wear,Suits,82,160.97
2023-07-28,Casual Wear,Hoodie,66,152.46
2023-08-19,Accessories,Scarves,59,190.55
2024-06-01,Formal Wear,Trousers,1,175.09
2023-10-06,Accessories,Bags,94,194.71
2023-09-23,Accessories,Scarves,9,161.18
2023-10-08,Formal Wear,Suits,55,166.72
2023-11-25,Formal Wear,Dress Shirts,42,167.39
2023-10-11,Formal Wear,Trousers,74,34.81
2024-03-01,Formal Wear,Dress Shirts,88,154.83
2024-06-10,Casual Wear,T-Shirts,81,158.94
2023-11-01,Formal Wear,Suits,16,186.59
2024-05-09,Casual Wear,Hoodie,59,10.13
2023-09-26,Formal Wear,Suits,89,182.79
2024-05-06,Accessories,Scarves,21,176.14
2023-08-14,Formal Wear,Suits,84,78.48
2023-07-12,Casual Wear,Shorts,86,181.72
2023-09-19,Casual Wear,T-Shirts,51,128.86
2024-05-21,Accessories,Hats,55,134.54
2024-04-08,Accessories,Bags,1,50.55
2023-06-28,Casual Wear,Jeans,76,52.98
2024-04-11,Accessories,Hat,2,11.53
2023-12-16,Formal Wear,Suits,55,141.87
2024-01-01,Formal Wear,Suits,30,82.78
2023-09-20,Accessories,Bags,14,69.54
2024-04-24,Formal Wear,Suits,49,156.96
2024-02-19,Casual Wear,Jeans,9,110.8
2023-07-10,Casual Wear,Jeans,57,76.73
2023-11-09,Casual Wear,Jeans,53,127.05
2024-05-17,Formal Wear,Suits,12,180.35
2023-10-19,Casual Wear,T-Shirts,76,148.7
2023-07-21,Formal Wear,Dress Shirts,41,160.3
2023-12-16,Casual Wear,Shorts,83,26.01
2023-07-01,Accessories,Scarves,100,188.84
2024-05-24,Casual Wear,Shorts,27,108.37
2023-11-23,Accessories,Hats,96,84.43
2024-02-04,Accessories,Bags,31,104.03
2024-03-21,Casual Wear,Jeans,64,131.24
2023-07-17,Casual Wear,T-Shirts,47,187.45
2023-07-11,Casual Wear,Hoodie,73,89.96
2023-08-15,Accessories,Hats,98,99.49
2023-07-04,Casual Wear,T-Shirts,76,22.83
2023-10-04,Formal Wear,Suits,6,185.29
2024-05-16,Formal Wear,Trousers,37,129.43
2024-05-06,Accessories,Hat,55,143.34
2023-06-26,Casual Wear,Jeans,36,25.88
2023-11-18,Casual Wear,Jeans,20,111.91
2023-12-19,Formal Wear,Trousers,82,155.01
2023-06-19,Accessories,Bags,40,142.75
2023-12-03,Accessories,Hats,8,56.45
2024-01-10,Formal Wear,Suits,59,126.34
2023-07-04,Casual Wear,Shorts,86,150.92
2024-01-08,Accessories,Hats,16,12.41
2023-09-27,Casual Wear,T-Shirts,21,104.32
2023-10-10,Formal Wear,Trousers,67,158.77
2024-02-15,Accessories,Scarves,22,80.66
2024-05-01,Accessories,Scarves,94,178.42
2023-11-25,Casual Wear,Shorts,55,61.68
2023-10-13,Casual Wear,Shorts,92,195.26
2023-12-21,Accessories,Bags,64,96.49
2024-01-13,Formal Wear,Suits,64,173.28
2023-07-03,Casual Wear,Shorts,21,58.47
2024-01-25,Casual Wear,T-Shirts,30,150.75
2024-04-06,Casual Wear,T-Shirts,2,56.46
2024-01-31,Formal Wear,Dress Shirts,50,184.84
2024-03-04,Casual Wear,T-Shirts,71,162.59
2024-05-11,Accessories,Hat,29,71.14
2024-01-31,Formal Wear,Trousers,41,61.54
2024-03-22,Casual Wear,Shorts,16,105.39
2024-03-01,Casual Wear,Jeans,29,162.82
2023-10-19,Casual Wear,Hoodie,9,176.63
2024-02-28,Formal Wear,Dress Shirts,42,26.41
2023-08-09,Formal Wear,Suits,48,48.13
2024-05-12,Accessories,Scarves,95,128.32
2024-05-21,Formal Wear,Dress Shirts,76,194.65
2024-06-08,Casual Wear,Jeans,20,11.21
2023-11-03,Formal Wear,Suits,30,112.89
2024-05-26,Accessories,Bags,43,10.28
2024-03-24,Accessories,Hat,95,148.17
2023-10-04,Casual Wear,Jeans,68,196.79
2023-08-12,Formal Wear,Dress Shirts,8,194.79
2023-08-23,Casual Wear,Shorts,12,18.34
2023-08-19,Casual Wear,Hoodie,90,180.16
2024-05-12,Formal Wear,Trousers,11,120.35
2024-01-23,Accessories,Hats,82,165.79
2023-09-02,Casual Wear,T-Shirts,56,135.86
2024-02-11,Casual Wear,Jeans,38,59.59
2024-05-02,Formal Wear,Dress Shirts,90,168.06
2023-08-17,Formal Wear,Dress Shirts,58,61.67
2023-12-05,Casual Wear,Jeans,18,158.19
2023-09-24,Accessories,Bags,20,30.07
2024-03-12,Formal Wear,Dress Shirts,41,87.24
2024-01-13,Accessories,Scarves,99,49.45
2023-08-11,Formal Wear,Dress Shirts,34,171.97
2024-02-14,Casual Wear,Jeans,88,67.8
2023-10-15,Accessories,Bags,28,168.83
2023-10-02,Formal Wear,Suits,12,145.12
2024-04-03,Formal Wear,Dress Shirts,66,19.3
2024-03-17,Formal Wear,Dress Shirts,23,15.91
2023-08-21,Formal Wear,Dress Shirts,72,152.13
2023-07-17,Casual Wear,T-Shirts,60,29.36
2023-06-16,Casual Wear,T-Shirts,2,21.72
2024-05-16,Casual Wear,Jeans,26,166.5
2024-05-20,Formal Wear,Trousers,81,188.14
2023-08-27,Casual Wear,Shorts,10,14.14
2023-10-01,Casual Wear,Jeans,83,94.25
2023-08-30,Casual Wear,T-Shirts,43,33.28
2023-09-01,Formal Wear,Suits,22,185.59
2023-10-02,Formal Wear,Trousers,51,104.26
2024-05-14,Formal Wear,Trousers,55,42.83
2024-04-19,Casual Wear,Jeans,36,63.17
2023-07-27,Casual Wear,T-Shirts,79,127.64
2024-01-01,Casual Wear,Shorts,64,88.28
2024-04-25,Accessories,Hat,8,26.67
2024-02-18,Formal Wear,Suits,54,47.9
2023-09-04,Accessories,Hats,81,198.88
2024-01-04,Accessories,Bags,49,158.56
2023-11-14,Formal Wear,Dress Shirts,70,158.47
2023-07-23,Formal Wear,Trousers,65,71.1
2024-04-24,Formal Wear,Suits,4,70.59
2024-04-16,Casual Wear,T-Shirts,100,63.38
2023-11-22,Formal Wear,Trousers,46,155.7
2023-10-25,Casual Wear,Jeans,13,57.09
2023-09-11,Casual Wear,Shorts,69,165.09
2024-02-14,Accessories,Bags,98,199.31
2023-08-13,Casual Wear,Hoodie,46,187.69
2023-09-07,Casual Wear,Jeans,31,122.58
2023-08-16,Accessories,Scarves,76,15.36
2024-02-23,Accessories,Scarves,73,117.09
2023-12-24,Accessories,Hats,64,113.0
2024-03-27,Casual Wear,Hoodie,5,27.15
2023-07-14,Casual Wear,Jeans,3,110.03
2023-09-30,Casual Wear,Shorts,79,48.28
2023-09-15,Casual Wear,Shorts,92,43.72
2023-09-03,Formal Wear,Suits,3,38.07
2023-08-02,Accessories,Hats,100,31.07
2024-02-12,Accessories,Scarves,10,80.98
2024-05-14,Accessories,Hat,76,29.2
2023-08-16,Formal Wear,Dress Shirts,18,195.41
2023-10-19,Accessories,Hat,82,192.53
2024-04-18,Accessories,Scarves,23,144.36
2023-09-20,Accessories,Scarves,29,136.45
2024-03-13,Casual Wear,Hoodie,40,149.46
2023-07-29,Formal Wear,Suits,23,148.48
2024-01-15,Accessories,Hat,99,193.38
2024-04-23,Casual Wear,Jeans,78,70.46
2024-01-29,Accessories,Hats,82,117.45
2024-03-19,Formal Wear,Suits,43,151.62
2023-07-14,Casual Wear,Shorts,41,41.9
2023-12-10,Casual Wear,Shorts,58,12.17
2024-04-24,Casual Wear,Jeans,89,22.88
2024-02-27,Formal Wear,Suits,93,10.24
2023-10-19,Formal Wear,Dress Shirts,94,89.73
2024-05-08,Casual Wear,Hoodie,64,177.54
2023-07-28,Formal Wear,Trousers,49,29.27
2023-11-02,Formal Wear,Trousers,84,154.07
2024-05-09,Casual Wear,Jeans,58,24.0
2023-07-16,Casual Wear,Shorts,3,70.56
2023-06-25,Casual Wear,T-Shirts,44,42.32
2024-02-11,Formal Wear,Suits,94,24.25
2023-08-27,Casual Wear,Shorts,77,197.2
2023-07-12,Formal Wear,Trousers,4,91.95
2024-01-10,Accessories,Hats,78,179.05
2023-08-16,Casual Wear,T-Shirts,13,72.91
2024-01-18,Casual Wear,Hoodie,90,115.28
2024-02-18,Accessories,Scarves,85,63.49
2023-12-12,Casual Wear,T-Shirts,7,84.65
2023-10-03,Accessories,Hat,20,20.36
2023-08-07,Casual Wear,Hoodie,12,65.96
2024-05-26,Accessories,Hat,26,28.43
2023-11-18,Casual Wear,Jeans,82,65.44
2023-07-03,Casual Wear,Hoodie,15,68.59
2024-05-03,Formal Wear,Dress Shirts,63,180.03
2024-04-07,Formal Wear,Suits,83,113.38
2023-11-17,Casual Wear,Shorts,49,80.19
2023-11-10,Formal Wear,Suits,34,93.55
2024-02-27,Formal Wear,Suits,35,117.21
2023-12-07,Casual Wear,T-Shirts,11,136.95
2024-05-23,Accessories,Hat,97,122.05
2024-02-05,Accessories,Bags,50,165.5
2023-09-11,Formal Wear,Trousers,88,174.71
2024-02-20,Formal Wear,Trousers,31,100.49
2023-09-25,Casual Wear,Hoodie,92,16.6
2024-04-24,Accessories,Hats,16,190.36
2023-08-26,Formal Wear,Suits,22,194.71
2024-04-22,Casual Wear,Jeans,6,90.44
2024-01-31,Accessories,Hat,26,199.48
2023-12-15,Accessories,Hats,77,59.0
2023-07-08,Accessories,Bags,12,83.74
2023-10-06,Formal Wear,Trousers,42,172.76
2023-12-01,Accessories,Hat,2,159.44
2023-07-26,Accessories,Hat,15,88.74
2023-08-18,Casual Wear,T-Shirts,14,116.91
2023-10-06,Casual Wear,Shorts,69,177.23
2024-05-23,Formal Wear,Dress Shirts,50,134.41
2023-10-11,Accessories,Hat,5,42.72
2023-12-12,Formal Wear,Suits,80,125.64
2023-08-12,Accessories,Hat,5,85.2
2023-06-25,Formal Wear,Trousers,31,19.37
2024-06-05,Formal Wear,Dress Shirts,48,13.84
2023-11-14,Formal Wear,Dress Shirts,36,170.14
2024-04-01,Accessories,Bags,30,35.53
2024-05-11,Accessories,Hat,100,166.91
2023-09-17,Formal Wear,Trousers,54,124.95
2023-12-03,Casual Wear,Jeans,57,50.16
2023-12-03,Formal Wear,Trousers,63,154.3
2023-06-24,Formal Wear,Suits,66,160.38
2024-01-16,Casual Wear,Shorts,91,106.29
2024-04-16,Casual Wear,T-Shirts,23,46.63
2023-10-09,Casual Wear,T-Shirts,32,16.28
2023-11-26,Casual Wear,Shorts,91,47.83
2023-12-19,Formal Wear,Dress Shirts,65,85.42
2023-12-01,Casual Wear,T-Shirts,31,80.77
2023-10-17,Accessories,Hat,23,192.5
2023-10-08,Formal Wear,Trousers,71,76.45
2024-05-20,Casual Wear,Shorts,96,167.87
2024-02-10,Casual Wear,Shorts,4,83.45
2023-12-10,Casual Wear,Jeans,29,133.0
2023-11-07,Accessories,Hats,35,133.8
2023-07-19,Accessories,Bags,100,193.76
2024-03-06,Accessories,Bags,61,183.19
2024-05-02,Accessories,Hats,77,162.16
2023-08-03,Casual Wear,Shorts,78,162.97
2024-05-06,Formal Wear,Trousers,91,132.12
2024-03-31,Formal Wear,Dress Shirts,45,97.21
2023-06-23,Casual Wear,Hoodie,39,138.67
2023-07-20,Accessories,Hat,75,29.44
2023-08-19,Accessories,Scarves,72,133.0
2023-08-04,Accessories,Scarves,39,140.04
2024-05-06,Formal Wear,Suits,44,197.79
2023-10-03,Accessories,Scarves,36,59.62
2024-05-07,Accessories,Scarves,25,38.49
2023-09-04,Casual Wear,T-Shirts,77,86.78
2023-12-12,Formal Wear,Trousers,18,147.04
2024-04-28,Accessories,Hat,38,59.29
2023-08-30,Formal Wear,Dress Shirts,50,149.98
2023-11-22,Accessories,Hats,44,148.04
2023-06-26,Casual Wear,Hoodie,86,78.11
2024-06-04,Formal Wear,Suits,85,176.53
2023-10-10,Casual Wear,Shorts,13,99.45
2023-12-07,Accessories,Scarves,93,163.59
2024-01-13,Casual Wear,Shorts,84,26.97
2023-06-23,Formal Wear,Suits,96,175.57
2023-07-30,Formal Wear,Dress Shirts,48,59.51
2023-10-08,Formal Wear,Dress Shirts,16,99.4
2023-09-07,Accessories,Bags,61,178.99
2024-04-17,Accessories,Bags,88,82.52
2023-11-04,Formal Wear,Dress Shirts,7,175.46
2023-10-10,Casual Wear,Jeans,26,75.11
2023-08-21,Accessories,Hat,19,70.11
2024-04-05,Accessories,Hats,100,25.35
2024-05-07,Formal Wear,Trousers,23,69.55
2023-08-05,Casual Wear,T-Shirts,58,61.97
2023-11-04,Casual Wear,Jeans,63,159.19
2023-09-13,Casual Wear,Jeans,79,92.41
2024-04-22,Formal Wear,Dress Shirts,55,193.41
2024-03-03,Formal Wear,Suits,5,111.42
2024-04-09,Accessories,Scarves,2,179.48
2024-03-27,Accessories,Hats,3,138.58
2023-09-21,Accessories,Hats,29,141.77
2024-02-22,Formal Wear,Dress Shirts,17,29.51
2024-03-16,Accessories,Scarves,22,22.4
2024-03-04,Casual Wear,Shorts,38,96.63
2023-11-05,Accessories,Scarves,56,178.72
2024-06-10,Casual Wear,Shorts,63,78.26
2024-02-15,Casual Wear,Jeans,52,13.63
2023-10-30,Casual Wear,Jeans,28,149.47
2023-08-06,Accessories,Hats,16,79.65
2023-12-13,Accessories,Bags,49,176.54
2024-05-09,Formal Wear,Trousers,80,19.23
2024-03-03,Casual Wear,T-Shirts,84,168.86
2024-04-01,Casual Wear,T-Shirts,54,94.42
2024-02-27,Casual Wear,Shorts,61,143.35
2023-07-28,Casual Wear,T-Shirts,39,89.97
2024-05-31,Casual Wear,Shorts,80,125.07
2023-12-20,Casual Wear,Hoodie,14,107.2
2023-06-15,Accessories,Bags,37,31.66
2024-03-31,Casual Wear,Hoodie,26,125.71
2023-12-17,Formal Wear,Trousers,26,78.01
2023-11-08,Formal Wear,Dress Shirts,21,17.49
2023-09-10,Formal Wear,Suits,89,187.29
2024-02-18,Formal Wear,Suits,1,12.42
2023-07-06,Casual Wear,T-Shirts,74,137.11
2024-02-06,Casual Wear,T-Shirts,100,107.22
2023-06-18,Accessories,Bags,33,132.42
2024-02-16,Formal Wear,Dress Shirts,34,98.21
2024-05-02,Casual Wear,Jeans,6,171.93
2023-10-17,Formal Wear,Trousers,41,90.94
2024-02-12,Casual Wear,T-Shirts,98,179.16
2023-12-12,Casual Wear,Jeans,85,132.97
2024-04-08,Formal Wear,Dress Shirts,57,191.47
2023-09-20,Formal Wear,Trousers,12,80.8
2024-01-28,Formal Wear,Suits,15,86.15
2024-03-15,Formal Wear,Dress Shirts,50,141.08
2024-04-22,Formal Wear,Dress Shirts,84,178.36
2024-03-25,Casual Wear,T-Shirts,17,142.27
2024-03-09,Casual Wear,Jeans,14,89.05
2024-05-31,Accessories,Hat,73,138.89
2023-10-14,Casual Wear,Hoodie,100,78.13
2024-05-26,Casual Wear,Jeans,62,184.88
2023-12-26,Casual Wear,Hoodie,57,18.73
2023-09-11,Formal Wear,Trousers,41,12.35
2023-08-17,Accessories,Hats,86,175.9
2023-09-26,Accessories,Bags,56,135.73
2024-02-07,Casual Wear,Hoodie,45,136.11
2023-10-22,Accessories,Hat,20,169.42
2023-12-31,Accessories,Bags,2,132.25
2024-03-19,Casual Wear,Hoodie,64,175.19
2024-02-11,Casual Wear,Hoodie,42,55.77
2024-06-11,Formal Wear,Suits,65,52.31
2023-10-30,Accessories,Hat,52,165.25
2023-07-06,Casual Wear,Hoodie,57,162.24
2023-10-15,Formal Wear,Suits,64,94.94
2023-09-24,Casual Wear,Hoodie,96,134.14
2024-06-08,Casual Wear,Hoodie,53,16.81
2024-06-11,Accessories,Bags,12,160.44
2023-11-20,Accessories,Scarves,66,116.84
2024-01-26,Accessories,Hat,44,79.04
2023-10-18,Casual Wear,Jeans,59,73.07
2024-05-10,Accessories,Hat,92,134.86
2023-07-18,Accessories,Hat,15,28.51
2023-11-26,Accessories,Hats,1,74.86
2023-08-15,Accessories,Scarves,71,109.18
2023-11-12,Accessories,Bags,6,180.41
2024-03-15,Formal Wear,Suits,92,151.08
2023-08-25,Formal Wear,Suits,33,126.06
2023-11-18,Casual Wear,T-Shirts,51,50.96
2023-06-15,Casual Wear,Shorts,14,153.86
2023-07-11,Casual Wear,T-Shirts,99,179.43
2024-01-03,Formal Wear,Trousers,76,191.68
2023-12-24,Casual Wear,Hoodie,1,110.77
2023-11-18,Casual Wear,Hoodie,75,101.76
2024-06-10,Accessories,Hats,89,119.93
2024-04-21,Accessories,Hats,14,83.61
2024-04-26,Accessories,Scarves,65,177.46
2024-05-04,Formal Wear,Trousers,89,154.85
2023-08-11,Formal Wear,Dress Shirts,44,194.39
2024-06-05,Formal Wear,Suits,18,88.42
2023-09-06,Accessories,Scarves,90,114.08
2023-08-04,Formal Wear,Trousers,95,187.75
2023-12-26,Accessories,Hats,26,49.85
2024-06-07,Accessories,Scarves,88,75.61
2024-06-03,Accessories,Hats,91,133.52
2023-07-06,Casual Wear,Shorts,91,31.93
2023-12-14,Formal Wear,Trousers,62,120.73
2024-05-04,Accessories,Hat,87,152.1
2023-08-26,Accessories,Scarves,55,163.58
2023-12-28,Accessories,Bags,4,82.37
2023-12-27,Casual Wear,T-Shirts,26,60.73
2023-11-22,Casual Wear,Shorts,88,57.61
2023-09-05,Casual Wear,Shorts,27,153.18
